return-date	order-id	sku	asin	fnsku	product-name	quantity	fulfillment-center-id	detailed-disposition	reason	status
2014-06-19T05:54:17+00:00	103-2502861-6249030	TRU-020214-1349-FROZENELSAMEDIUMPLUSH	B00C5I14AU	B00C5I14AU	Just Play Disney Frozen Elsa Plush, Medium	1	LEX2	SELLABLE	FOUND_BETTER_PRICE	Data not available
2014-06-17T08:06:26+00:00	107-4061585-1849018	l-1403.11-2498-SWISSGEAR.16IN.LAPTOPCASE	B004R8F9HK	X000KPOI6D	Wenger SwissGear The Insight 16-Inch Laptop Case - Black	1	CVG2	SELLABLE	UNWANTED_ITEM	Data not available
2014-06-11T18:50:14+00:00	102-8673619-6578663	SEARS-050714-1299-CARTERS.PIGGY.BANK	B002AAT31A	B002AAT31A	Carters Smiley Happy Piggy Bank, Silver	1	LEX2	SELLABLE	DAMAGED_BY_CARRIER	Data not available
2014-06-10T04:35:55+00:00	114-7116445-7123441	TRU-051614-1299-PAW.PATROL.VEH.MD.BLUE	B00ITOAZ2M	B00ITOAZ2M	Paw Patrol Chase's Cruiser	1	LEX2	SELLABLE	UNWANTED_ITEM	Data not available
2014-06-09T19:52:07+00:00	103-0840703-5757015	SEARS-051314-2599-FP.CHEER.4.ME.POTTY	B001GQ2RWG	B001GQ2RWG	Fisher-Price Cheer for Me Potty	1	LAS2	DEFECTIVE	DEFECTIVE	Data not available
2014-06-06T15:04:01+00:00	116-1126060-6679420	Tgt-120713-1999-DisneyFrozentoddlerElsa	B00DSDYE3A	B00DSDYE3A	Disney Frozen Elsa Toddler Doll	1	LEX2	SELLABLE	UNWANTED_ITEM	Data not available
2014-06-05T14:00:00+00:00	106-9387121-9384216	SEARS-051314-2497-SH.SOAP.MOTION.L	B003JTCAHK	B003JTCAHK	simplehuman Sensor Pump for Soap or Sanitizer, 13-Ounce, Brushed Nickel	1	LAS2	SELLABLE	DEFECTIVE	Data not available
2014-06-02T15:32:21+00:00	114-8355954-9314627	RA-4/14/424-SUDOKU.ELEC	B000AYER0U	B000AYER0U	Illuminated Touch Screen Sudoku Puzzle Game	1	LEX2	SELLABLE	SWITCHEROO	Data not available
2014-05-14T15:48:26+00:00	110-6640198-3684231	KM-011614-200-MONSUNOSTRIKEGLOVE	B007D6IIPI	B007D6IIPI	Monsuno Strike Gloves	1	LAS2	DEFECTIVE	DEFECTIVE	Data not available
2014-05-02T08:29:41+00:00	114-9796919-9089001	L-WMT-030814-4000-NETGEAR-WNDR3700-ROUT	B002HWRJY4	X000KH5PK9	NETGEAR Wireless Router - N600 Dual Band Gigabit (WNDR3700)	1	LEX2	CUSTOMER_DAMAGED	UNWANTED_ITEM	Data not available
2014-04-22T18:54:28+00:00	103-1586111-1925801	TRU-030714-1650-CINDERELLA-BALLGOWN	B00DELMFR8	B00DELMFR8	Disney Princess Cinderella Bling Ball Dress	1	LAS2	SELLABLE	UNWANTED_ITEM	Data not available
2014-04-17T20:04:35+00:00	104-2751329-4723465	JCP-2/14-1900-FROZEN.ANNA.BLACK.BOOTS	B00FKU2F5S	B00FKU2F5S	Disney Frozen Princess Anna Black and Gold Costume Boots (9/10)	1	LEX2	SELLABLE	SWITCHEROO	Data not available
2014-04-16T19:47:16+00:00	107-6425413-0931406	L-ST-022414-2399-LINKSYS-SE2500-SWITCH	B004TLIVBQ	X000KIR4E3	Linksys SE2500 5-Port Gigabit Ethernet Switch	1	LEX2	DEFECTIVE	DEFECTIVE	Data not available
2014-04-16T19:47:16+00:00	107-6425413-0931406	L-ST-022414-2399-LINKSYS-SE2500-SWITCH	B004TLIVBQ	X000KIR4E3	Linksys SE2500 5-Port Gigabit Ethernet Switch	1	LEX2	SELLABLE	DEFECTIVE	Data not available
2014-04-16T06:21:09+00:00	110-3433689-1135418	L-STAP-021714-50-VERSOLIGHT-KINDLE	B004UKNY36	X000K70D0V	Verso Arc Light for Kindle, Nook, & Other eReaders - Black	1	LEX2	DEFECTIVE	DEFECTIVE	Data not available
2014-04-15T19:35:20+00:00	116-8569218-7274624	TGT-02/14-748-FLASHLIGHTFRIEND-UNICORN	B00D97SNG4	B00D97SNG4	Collections Etc - Flashlight Friends - The Huggable Loveable Child's Flash Light Unicorn	1	LEX2	SELLABLE	UNDELIVERABLE_UNKNOWN	Data not available
2014-04-11T08:17:43+00:00	106-8731399-9003419	MTL-120313-1424-OL-DisneyDustyRCPlane	B00C16Z57Y	B00C16Z57Y	Disney RC Planes Mini Rides Dusty Remote Control Vehicle	1	LEX2	CUSTOMER_DAMAGED	UNWANTED_ITEM	Data not available
2014-04-09T01:56:48+00:00	107-7777856-6505013	L-STAP-021614-999-PTOUCH-PT-D200-LABELER	B007TN092K	X000K5N7GP	Brother P-touch Home and Office Labeler (PT-D200)	1	LEX2	DEFECTIVE	DEFECTIVE	Data not available
2014-04-09T01:56:48+00:00	110-8155216-4285063	L-WMT-030814-4000-NETGEAR-WNDR3700-ROUT	B002HWRJY4	X000KH5PK9	NETGEAR Wireless Router - N600 Dual Band Gigabit (WNDR3700)	1	LEX2	SELLABLE	ORDERED_WRONG_ITEM	Data not available
2014-04-08T17:39:31+00:00	106-1297263-0378642	L-WMT-030814-4000-NETGEAR-WNDR3700-ROUT	B002HWRJY4	X000KH5PK9	NETGEAR Wireless Router - N600 Dual Band Gigabit (WNDR3700)	1	LEX2	SELLABLE	UNWANTED_ITEM	Data not available
2014-04-04T14:38:30+00:00	102-8269499-1565861	00030	B009Q0BDB0	B009Q0BDB0	Squeeze Play Football	1	LEX2	SELLABLE	UNDELIVERABLE_UNKNOWN	Data not available
2014-03-27T06:07:32+00:00	114-4695045-6649002	L-TRU-020114-298-BUGSBUNNYSMALLPLUSH	B0091W1JEO	X000K7EYV5	Looney Tunes Small Plush - Bugs Bunny	1	LEX2	SELLABLE	UNWANTED_ITEM	Data not available
2014-03-26T19:07:49+00:00	115-7236802-5660235	MICHAELS-121413-899-BM-AGBIRDIESSEW	B00DV6HMZG	B00DV6HMZG	American Girl Crafts Sew and Stuff Kit, Birdies	1	LAS2	SELLABLE	UNWANTED_ITEM	Data not available
2014-03-25T20:03:10+00:00	116-1771291-0354657	TGT-121913-698-CPTAMERICAVEHICLE	B004BMXQD6	B004BMXQD6	Marvel Captain America Ultimate Vehicle	1	LEX2	SELLABLE	UNDELIVERABLE_UNKNOWN	Data not available
2014-03-13T06:19:14+00:00	116-2671203-9670639	L-KM-022814-700-TENKAI-10504-VALORN/BRAV	B00F4PL3AC	X000KAU38Z	Ionix Tenkai Knights - Action Pack 10504 (Valorn/Bravenwolf/Guardian)	1	LEX2	DEFECTIVE	SWITCHEROO	Data not available
2014-03-11T03:57:18+00:00	116-9896580-8384232	KM-011617-75-CREEPYCRAWLER-REFILL-RED	B004XOTKSM	B004XOTKSM	Creepy Crawlers Bug Refills Assortment 5 - Red	1	LEX2	CUSTOMER_DAMAGED	MISORDERED	Data not available
2014-03-05T21:54:24+00:00	103-4702091-1621850	SPR-UNK-500-HWMEGAJUMP	B007HAMGWQ	B007HAMGWQ	Hot Wheels Mega Jump Track Playset	1	LAS2	SELLABLE	FOUND_BETTER_PRICE	Data not available
2014-02-28T20:30:46+00:00	108-4151972-3423429	TGT-020714EST-999-ELSAMAGICLIPGIFTSET	B00EAO03OA	B00EAO03OA	Disney Frozen Magiclip Small Doll Elsa Giftset	1	LEX2	DEFECTIVE	DEFECTIVE	Data not available
2014-02-10T14:39:13+00:00	106-4497131-9117802	RITEAID-010914-999-BIGBANGDRUMSET	B00GOW1BS8	B00GOW1BS8	Fisher Price Big Bang Drumset	1	CVG2	CUSTOMER_DAMAGED	DAMAGED_BY_FC	Data not available
2014-02-04T15:00:00+00:00	107-2075809-8058665	tgt-clr-as-bmore-506	B00C3A3UM0	X000IW14FV	Roxio Creator NXT Software [DVD-ROM] Windows 7 / Windows Vista / Microsoft XP Media Center Edition / Windows XP Professional	1	LAS2	DEFECTIVE	DEFECTIVE	Data not available
2014-01-31T03:00:00+00:00	112-4168415-5737823	TRU-010914-318-XIAXIACRAB-RIODETRIO	B005TYBK10	B005TYBK10	XiaXia Pets Hermit Crab Playset Rio de Trio Village	1	LAS2	DEFECTIVE	MISSING_PARTS	Data not available
2014-01-27T19:14:50+00:00	113-4844721-1653011	TGT-122613-2798-MILLENIUMFALCON	B004S6DXKG	B004S6DXKG	Jedi Force Millenium Falcon with Han Solo and Chewbacca	1	LEX2	CARRIER_DAMAGED	DAMAGED_BY_CARRIER	Data not available
2014-01-27T19:14:50+00:00	113-5717784-1717850	RAD-123013-613-BELKIN2PORTKVMSWITCH	B000F8J0TE	B000F8J0TE	Belkin Flip 2-Port KVM Switch with Audio Support (USB Connection)	1	LEX2	SELLABLE	UNWANTED_ITEM	Data not available
2014-01-21T19:30:35+00:00	103-9316183-9612249	Tgt-120713-3199-Dis-FrozToddlerElsaAnna	B00FURFK30	B00FURFK30	Disney Frozen Deluxe Toddler Elsa and Anna Dolls	1	CVG2	SELLABLE	FOUND_BETTER_PRICE	Data not available
2014-01-20T15:00:00+00:00	116-4087397-1941057	00040	B007B5P764	B007B5P764	Maxell 190228 Amplified B/W Python Headphones - White Band	1	LAS2	SELLABLE	NOT_AS_DESCRIBED	Data not available
2014-01-19T01:56:54+00:00	113-4732096-2018625	NewEgg-120113-999-OL-HamBeachSlowCooker	B007LNTN2K	X000J3A7MZ	Hamilton Beach 33140V 4-Qt. Slow Cooker	1	CVG2	CUSTOMER_DAMAGED	DAMAGED_BY_FC	Data not available
2014-01-14T19:18:37+00:00	108-1192212-4765021	tgt-clr-as-bmore-506	B00C3A3UM0	X000IW14FV	Roxio Creator NXT Software [DVD-ROM] Windows 7 / Windows Vista / Microsoft XP Media Center Edition / Windows XP Professional	1	LEX2	DEFECTIVE	DEFECTIVE	Data not available
2014-01-13T15:16:24+00:00	108-4087560-3345061	WAL-121013-350-BM-PLAYDOHMARVEL	B003T09SJC	B003T09SJC	Play-Doh Marvel Super Hero Squad Set	1	LEX2	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Data not available
2014-01-13T15:00:00+00:00	114-7938952-1678614	DZ-LMA5-U61W	B00FLLEJ0A	B00FLLEJ0A	Bandai Saban's Power Rangers Megaforce Red Ranger Ultimate Battle Gear with Blaster, Sword, Mask & Cards	1	LAS2	CUSTOMER_DAMAGED	FOUND_BETTER_PRICE	Data not available
2014-01-12T19:57:53+00:00	115-7418353-6379448	tru-BOGO41-112813-1050	B0037UCSQ4	X000J0W1ZJ	Lego Star Wars III: The Clone Wars - Nintendo DS [Nintendo DS]	1	LEX2	SELLABLE	UNWANTED_ITEM	Data not available
2014-01-11T21:43:04+00:00	115-1825435-6040218	tgt-clr-as-bmore-506	B00C3A3UM0	X000IW14FV	Roxio Creator NXT Software [DVD-ROM] Windows 7 / Windows Vista / Microsoft XP Media Center Edition / Windows XP Professional	1	LEX2	DEFECTIVE	DEFECTIVE	Data not available
2014-01-11T21:15:55+00:00	112-3919353-8869050	Tgt-120713-2999-DisPrincessandMeRapunzel	B00A8MBE0U	B00A8MBE0U	Disney Princess and Me Jewel Edition - Rapunzel	1	CVG2	SELLABLE	ORDERED_WRONG_ITEM	Data not available
2014-01-10T14:00:00+00:00	113-9191630-1512264	Wg-120413-649-KawaiiKatieCatMeow	B00CXVHQQ0	B00CXVHQQ0	Kawaii Crush Katie Cat Meow Meow Cuddly Pet Collection	1	LAS2	CARRIER_DAMAGED	DAMAGED_BY_CARRIER	Data not available
2014-01-10T06:42:25+00:00	115-1300809-0554649	tgt-clr-as-bmore-506	B00C3A3UM0	X000IW14FV	Roxio Creator NXT Software [DVD-ROM] Windows 7 / Windows Vista / Microsoft XP Media Center Edition / Windows XP Professional	1	LEX2	DEFECTIVE	DEFECTIVE	Data not available
2014-01-10T03:00:00+00:00	104-8597316-5330666	Tgt-120713-1999-DisneyFrozentoddlerElsa	B00DSDYE3A	B00DSDYE3A	Disney Frozen Elsa Toddler Doll	1	LAS2	CUSTOMER_DAMAGED	FOUND_BETTER_PRICE	Data not available
2014-01-09T21:53:01+00:00	107-5573989-5245818	tru-BOGO41-112813-1050	B0037UCSQ4	X000J0W1ZJ	Lego Star Wars III: The Clone Wars - Nintendo DS [Nintendo DS]	1	LEX2	SELLABLE	UNWANTED_ITEM	Data not available
2014-01-09T14:00:00+00:00	113-1410555-8862661	DZ-LMA5-U61W	B00FLLEJ0A	B00FLLEJ0A	Bandai Saban's Power Rangers Megaforce Red Ranger Ultimate Battle Gear with Blaster, Sword, Mask & Cards	1	LAS2	SELLABLE	UNDELIVERABLE_INSUFFICIENT_ADDRESS	Data not available
2013-12-19T15:00:00+00:00	105-4554961-2829807	00040	B007B5P764	B007B5P764	Maxell 190228 Amplified B/W Python Headphones - White Band	1	LAS2	SELLABLE	ORDERED_WRONG_ITEM	Data not available
2013-12-19T09:29:27+00:00	109-8224145-9251452	FBA1CYVRP0.missing1	B00E955HKA	B00E955HKA	Roku 3 Streaming Player with Motion Remote	1	LEX2	SELLABLE	ORDERED_WRONG_ITEM	Data not available
2013-12-17T08:00:00+00:00	108-5848284-0985048	Stp-112413-1599-BM	B005KSAJXK	X000IXTIXZ	Logitech Wireless Mouse M525 - Navy/Grey	1	LAS2	SELLABLE	NOT_AS_DESCRIBED	Data not available
2013-12-14T14:02:44+00:00	105-4301399-7051433	Khl-111613-1679-BM	B00A3KHF2I	B00A3KHF2I	Tonka Retro Classic Steel Quarry Dump Truck Vehicle	1	LEX2	DAMAGED	DAMAGED_BY_FC	Data not available
2013-12-10T15:29:24+00:00	108-2512403-4465046	Stp	B005DKZTMG	X000IXTE7Z	Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad	1	LEX2	SELLABLE	UNWANTED_ITEM	Data not available
2013-12-09T01:28:56+00:00	102-1349222-0522653	00030	B009Q0BDB0	B009Q0BDB0	Squeeze Play Football	1	LEX2	DEFECTIVE	DEFECTIVE	Data not available
