approval-date	reimbursement-id	case-id	amazon-order-id	reason	sku	fnsku	asin	product-name	condition	currency-unit	amount-per-unit	amount-total	quantity-reimbursed-cash	quantity-reimbursed-inventory	quantity-reimbursed-total	original-reimbursement-id	original-reimbursement-type
2016-02-09T00:00:00+00:00	509710971		110-6901109-0993842	CustomerReturn	049022848641-C/M	B0158W6HBA	B0158W6HBA	Disneys Mickey Mouse Mouse Push and Go Racer Car	NewItem	USD	4.10	4.10	1	0	1		
2016-02-07T00:00:00+00:00	508137171		112-4393447-1529001	CustomerReturn	049022849075-C	B016U60U66	B016U60U66	Marvel Guardians of the Galaxy Solar Action Dancing Groot	NewItem	USD	10.14	0.00	0	1	1		
2016-02-07T00:00:00+00:00	508039011		110-6901109-0993842	CustomerReturn	049022848641-C/M	B0158W6HBA	B0158W6HBA	Disneys Mickey Mouse Mouse Push and Go Racer Car	NewItem	USD	7.80	0.00	0	1	1		
2016-02-06T00:00:00+00:00	507587261		104-0216317-4113853	CustomerReturn	694202316085-C	B018C0MYVM	B018C0MYVM	Outdoor Sling Shot Game Set 10 pcs Party Fun, Sharper Image	NewItem	USD	19.09	19.09	1	0	1		
2016-02-03T00:00:00+00:00	504388621			Lost_Warehouse	EO-VXGK-O487	X000T1GS6V	B00C2P75ZO	Mooshka Sing Around the Rosie Doll - Myra	NewItem	USD	38.07	38.07	1	0	1		
2016-02-02T00:00:00+00:00	504427611		002-8690662-8166657	CustomerReturn	653569930464-L	X000WGOZR7	B00IJA42MU	My Little Pony Equestria Girls Rainbow Dash Doll and Pony Set	NewItem	USD	15.98	15.98	1	0	1		
2016-02-01T00:00:00+00:00	503907641		110-4684288-5087434	CustomerReturn	9N-F6KB-VWC3	X000QIB3CB	B00FLXBAQ4	Carters Activity Set, Soft and Sweet (Discontinued by Manufacturer)	NewItem	USD	13.68	13.68	1	0	1		
2016-02-01T00:00:00+00:00	503352741			Damaged_Warehouse	045672634092_L	X000VUSNE5	B00EMGM21I	Frozen Anna's Tiara	NewItem	USD	2.67	0.00	0	1	1		
2016-01-30T00:00:00+00:00	501073301			Lost_Warehouse	803516474736-C/M	B00OABPEOW	B00OABPEOW	You & Me Happy Together Deluxe Parents' Bedroom Set	NewItem	USD	16.34	16.34	1	0	1		
2016-01-28T00:00:00+00:00	499474131			Damaged_Warehouse	GC-6FC4-XCBZ	X000QN5GKL	B007OOJF4M	Silver Centurion vs. Mandarin - #225 Comic Book Action Figure 2-pack	NewItem	USD	5.48	5.48	1	0	1		
